,rooms,people,home_area (m^2),is_airconditioning_used,is_electronics_used,is_apartment,avg_monthly_income (Rs),children,is_city,electricity_bill (Rs),electricity_bill_prediction
349,2,4,772.33,0,0,0,31731.94,2,1,531.610463,612.6290699705537
350,2,5,662.58,0,1,1,22932.87,1,1,783.0543301,677.8172640922525
351,1,8,843.47,1,1,1,33015.78,0,1,770.5757587999999,753.1301744522884
352,3,6,551.32,0,1,0,40545.49,1,0,371.23661430000004,376.0581963695764
353,1,5,831.82,1,1,1,28563.2,0,0,471.89304730000003,478.86023690741075
354,1,4,870.57,0,1,0,10237.39,1,1,516.0465127,591.9519954305789
355,2,7,786.06,0,1,0,35869.9,2,1,656.3058063999999,702.349508662719
356,2,9,759.64,1,1,1,19296.1,1,0,635.9161227000001,596.6987728940344
357,2,6,520.46,0,1,0,38685.23,3,1,878.2533167000001,778.6849502000018
358,2,7,811.63,0,1,1,47453.09,2,1,700.2187487000001,773.9004522841537
359,2,5,974.83,1,1,0,18894.52,2,1,976.3125412,885.3383802412541
360,1,5,836.06,1,0,0,24032.65,0,0,253.1077251,398.3809544119685
361,1,5,812.24,1,1,1,19179.15,0,1,795.7161070000001,743.2813483777499
362,1,8,1055.17,1,1,0,15189.3,1,0,540.8191009,549.2485458754239
363,3,11,555.62,0,0,1,52765.1,0,1,481.30823269999996,456.9966655894894
364,2,10,1064.73,0,1,1,27339.04,1,0,455.78201629999995,436.440479471228
365,2,5,771.82,0,1,1,26668.29,2,1,879.250475,783.5700630308324
366,1,6,801.99,0,1,1,22542.9,1,0,325.9106886,425.3364140947885
367,3,6,730.36,0,1,1,19302.3,1,1,744.2576232999999,689.6911498731797
368,2,6,753.22,1,1,0,15696.01,0,1,600.6084664,691.4654720949476
369,1,4,877.23,0,1,1,33337.88,1,1,701.0286772000001,653.7560090034434
370,4,5,762.6,0,0,1,12326.43,0,0,337.6202412,292.62200521798064
371,2,5,778.5,0,1,0,26252.68,2,0,492.88365980000003,480.19512510681835
372,3,7,725.84,0,1,1,18666.0,2,0,497.5142581,536.7682517113975
373,2,1,661.54,1,1,1,40260.49,0,1,747.1459665,744.9710675192023
374,2,4,504.24,0,1,0,25193.6,1,0,264.9235721,353.2282825821696
375,2,4,825.94,1,0,1,27846.65,2,0,492.59512710000007,601.4462853777286
376,1,3,634.29,1,1,0,38155.18,0,1,612.9389668,692.8479213663782
377,2,2,736.14,1,1,1,36618.88,0,0,516.7114435,462.16303674459186
378,3,1,851.93,0,0,0,16419.26,1,1,567.0406852000001,515.7841514985112
379,1,7,528.29,1,1,1,34288.53,0,1,763.6057423999999,740.4364646030831
380,2,4,586.48,0,1,1,28153.0,0,1,620.7240903,587.2699438445808
381,0,6,620.29,1,0,0,31055.69,1,1,747.975083,727.2975397882443
382,1,8,957.95,0,1,0,34888.0,2,1,795.4947437999999,717.0894360730798
383,2,5,583.22,1,1,0,19597.04,1,0,609.8191917,530.587609751004
384,3,7,729.7,1,1,0,29004.38,0,1,668.9365583,693.7794364752945
385,2,10,606.2,1,1,1,31577.13,1,0,540.1462008999999,588.6739016588667
386,3,7,601.03,0,1,1,23941.9,1,1,709.0986932,696.585906394355
387,1,7,935.01,0,1,1,27243.07,2,0,599.035737,523.7353098218994
388,2,8,652.2,1,0,0,10756.64,3,0,530.3150711000001,607.3949407943352
389,3,4,743.58,0,1,1,17822.06,0,1,503.9412205,569.3051819115991
390,1,6,889.06,0,1,1,-1576.44,1,0,308.8392937,406.9616661289734
391,4,6,681.32,1,1,0,13481.07,1,1,875.3330171,809.9692222813044
392,0,6,949.59,0,0,0,5200.62,3,0,509.1269886,439.359544142845
393,2,7,509.38,0,1,0,46025.99,0,1,654.935881,550.6325771079859
394,2,6,888.47,1,1,0,27854.32,2,0,592.0069616000001,628.6780588243073
395,2,9,747.74,0,1,0,21937.54,2,0,372.46239460000004,483.6889295677518
396,2,7,770.67,0,1,0,19771.94,3,1,727.699264,778.6849502000018
397,3,5,634.83,1,1,1,16128.76,3,0,773.7381173,745.0298241910972
398,2,8,605.21,0,0,1,34695.89,2,1,680.9557555,615.3365404306297
399,3,4,695.24,0,1,0,26862.82,0,1,598.5220012999999,525.3890197714626
400,1,2,694.55,0,1,1,8498.6,1,1,749.7065498,649.2251353821816
401,3,5,798.92,1,1,1,20900.09,2,1,844.2098200999999,920.87962287451
402,1,5,595.7,1,0,0,18885.43,1,1,705.26141,722.8019466246752
403,2,7,957.28,1,1,0,18063.68,0,0,356.9823471,413.7315701095113
404,3,5,845.62,1,0,1,28938.08,1,0,464.26191370000004,490.7710943188616
405,4,8,765.55,0,1,1,17127.48,0,1,664.0208157000001,593.1444674323054
406,2,3,1063.48,0,1,0,20030.28,1,1,658.96488,603.6404711360275
407,1,6,950.08,0,1,1,19782.36,2,0,531.746352,511.92853160711667
408,1,4,733.47,0,1,0,29943.51,2,1,616.2416057999999,697.7432063772235
409,1,5,889.54,0,1,1,8708.73,2,0,388.58191600000004,506.21227917190373
410,2,6,931.66,1,0,1,22386.93,1,0,618.0101314,516.2809042964628
411,1,9,879.67,0,1,0,34346.14,1,0,329.5749611,380.36753528646443
412,1,2,768.1,0,0,0,14810.27,2,1,658.1067631,614.3580439329776
413,3,6,891.78,1,1,0,32648.4,1,0,506.41664239999994,514.3039470557903
414,2,5,742.32,1,1,1,30714.7,1,1,904.6661343000001,840.8942025344825
415,1,1,965.07,0,1,1,25904.59,2,0,396.6605482,505.3485292202853
416,0,6,686.45,1,1,0,46078.72,1,0,645.2169791,544.5345483903687
417,1,5,961.91,1,1,0,27755.02,0,0,462.41417989999997,413.14304256408997
418,2,5,1069.87,1,1,1,25057.67,0,1,748.3173904,753.9866641066293
419,3,8,867.34,1,1,1,28403.65,1,0,541.3948634,603.2166617172355
420,3,5,686.58,0,1,0,44804.64,0,0,211.23728419999998,260.7621834640469
421,2,4,1015.45,0,1,0,24516.2,1,1,568.6443874,611.6398989833642
422,1,2,669.69,1,1,1,24973.46,0,0,360.54149680000006,461.0320297025517
423,2,3,626.42,1,1,1,19085.43,0,1,717.4590393,730.6128455753731
424,1,3,1072.0,1,1,1,10174.71,0,1,810.7030552,753.4062372684259
425,2,4,865.04,1,1,1,18391.27,0,1,687.2943681,748.7390982062044
426,1,4,688.98,0,1,1,36571.26,2,1,829.9556872,787.7317470816683
427,1,5,785.52,0,1,1,17110.12,0,1,620.1852372999999,587.1999701130194
428,2,0,797.67,1,1,1,19047.93,2,0,738.1287338999999,677.3427622100455
429,4,4,846.15,0,1,0,35945.14,0,1,483.5747113,540.1527497559822
430,2,4,773.2,0,1,0,34162.2,1,1,683.0314774,602.4521908525612
431,2,9,998.93,0,1,1,34392.57,0,1,567.5890889,603.0189965584688
432,4,5,868.58,0,1,0,6788.84,2,0,385.8379213,456.10804010594154
433,2,7,751.99,0,1,1,13348.51,1,0,356.8761726,401.50816043465187
434,2,2,666.58,1,1,1,27716.53,1,0,530.3579115,589.1319763511673
435,2,5,901.61,1,1,1,30061.2,1,1,920.8554234,835.035342873826
436,2,4,902.76,0,1,0,14608.19,1,1,589.4088653,596.1250032373173
437,2,2,796.83,0,0,1,13898.86,0,1,596.4693406,471.45312028829017
438,3,5,642.72,0,1,0,25405.56,0,0,177.9914984,248.86237826636287
439,2,4,832.37,0,1,1,6343.89,2,0,529.5110533,513.3465394863093
440,2,5,988.29,1,1,1,41764.78,2,1,1053.388332,921.6955952548923
441,1,6,682.29,1,1,1,23078.73,0,0,498.09542450000004,477.0510806095977
442,2,4,838.84,1,1,1,38464.04,3,1,1022.6022109999999,1024.9467386081662
443,1,5,890.73,0,1,1,30770.24,3,1,805.6731421000001,852.8978451624918
444,2,2,752.77,0,1,1,21188.82,0,0,319.43388030000006,337.9095055499409
445,3,4,748.97,0,0,0,31973.67,2,1,579.2376011,622.1319846532342
446,1,9,572.76,1,1,1,35408.69,3,1,992.3211182,1023.1730387667565
447,2,4,936.44,1,1,0,6757.32,3,1,1002.382506,981.5115981477687
448,2,5,943.71,0,0,0,26873.88,2,0,286.68489980000004,385.239537852218
449,0,5,868.52,0,1,1,17440.95,0,0,228.95135019999998,351.6185347456595
450,2,4,885.58,0,0,0,34893.47,1,0,286.5175008,297.27232667946004
451,1,3,519.84,0,1,1,20211.03,0,0,313.32582460000003,339.1877798499494
452,2,3,958.46,0,1,1,28827.97,2,1,879.0225319,769.3170531302986
453,1,6,699.62,1,1,1,31778.47,0,1,684.8009986000001,740.8731718522918
454,3,6,709.33,0,1,0,18368.07,0,0,357.99130130000003,264.3958131099172
455,2,1,835.9,0,1,1,24741.96,0,0,348.9191531,347.54620313558655
456,0,5,669.56,0,0,1,29937.32,1,0,417.4897091,396.9466518748008
457,1,7,1090.44,0,0,0,32838.33,1,1,686.8929502999999,561.1033888528085
458,1,8,535.6,1,1,1,30021.33,0,0,583.1157672,480.32035635372637
459,3,7,771.06,1,1,1,19482.65,0,0,475.42730470000004,489.1549037210596
460,2,4,1147.92,0,1,0,17006.08,1,1,592.7914215,614.1170024862305
461,2,7,938.86,1,1,0,16126.88,2,1,952.3731743999999,871.8513812491116
462,2,5,947.73,0,1,0,31293.59,1,0,370.0732256,362.61610094498747
463,3,6,848.71,0,1,0,12959.34,0,1,434.7184162,516.1868819137668
464,3,6,958.96,0,1,0,19078.68,2,1,641.4128171,707.9638653009517
465,2,4,687.94,0,1,1,24203.05,1,0,400.54616239999996,429.30233292611314
466,3,5,811.93,0,1,1,38603.17,0,0,294.09045380000003,355.28201555796915
467,1,3,988.94,0,1,1,15642.66,1,1,586.9327672000001,640.34113915372
468,2,3,703.79,0,1,0,42236.78,0,1,437.38651380000005,532.6250567792687
469,4,3,534.57,1,1,1,23102.74,2,0,704.0986425,682.3042951048432
470,3,4,878.4,0,1,0,25774.32,1,1,602.1315135,603.1808571092954
471,1,2,795.15,0,1,1,26411.26,1,1,752.286137,644.1965585599945
472,3,6,693.03,1,1,1,28093.23,2,1,934.0777320000001,922.2090726210008
473,2,1,984.8,0,1,0,24249.31,2,1,687.4601267999999,709.8188686441991
474,0,5,591.87,0,1,1,20541.51,1,1,599.3302284,671.7630632364558
475,0,6,803.83,0,1,0,25585.89,2,1,606.2907617000001,688.4512915062238
476,4,5,627.4,1,1,1,23288.42,1,1,738.9335159,805.6863212235448
477,4,5,695.95,1,1,1,19703.61,2,1,961.7419174,922.3665227030395
478,0,3,698.83,0,0,0,13817.63,0,0,97.54415048,244.875138352461
479,2,4,1106.99,0,1,0,10691.95,1,1,587.9219078,611.6066467546087
480,1,5,702.04,0,0,0,31462.81,1,1,486.62597689999996,542.823055327308
481,3,6,695.68,0,0,1,24977.27,0,0,175.8872951,293.87864653927573
482,-1,5,806.5,1,1,0,10799.59,0,0,450.2527975,408.49440493599366
483,2,4,1111.85,1,1,1,30600.54,1,1,852.0437297,836.4165130064056
484,1,3,966.98,1,1,0,13996.33,0,0,515.2099622,410.8288962499355
485,3,7,696.91,0,0,1,14380.37,1,0,393.295424,391.73468634000136
486,3,3,720.13,1,0,1,49294.85,2,0,707.5992954,604.1599720053441
487,1,5,793.79,1,1,0,26738.67,1,1,874.3112671,817.7453637167235
488,2,2,830.26,0,1,0,16432.02,1,1,611.4857718,578.8054066090687
489,5,5,1016.56,0,1,0,31100.16,1,1,640.2037452000001,672.3351086102813
490,3,5,775.72,0,1,0,18999.34,3,1,751.7374997000001,778.6849502000018
491,1,2,977.21,1,1,1,20664.1,0,1,666.6387167,745.8079910980564
492,3,1,642.96,0,1,1,13626.5,0,1,660.1753471,562.2117813180175
493,2,6,792.67,1,0,0,46841.59,1,1,637.1154677000001,726.3658892848061
494,3,3,723.66,1,1,0,8771.54,2,1,858.9900897,887.7314340331487
495,2,5,690.67,1,1,1,39842.83,1,1,871.4528249,842.0880823534516
496,1,5,903.23,1,1,0,20150.28,1,1,765.7981798999999,799.1351893578053
497,3,8,684.81,1,1,0,24404.43,1,0,608.3808917,517.4568147594355
498,2,3,1004.21,0,0,0,13647.46,0,0,166.99374440000003,236.71846074844737
499,0,2,795.29,1,1,0,36365.17,2,0,671.8826055,636.3987895969999
500,3,3,835.89,1,1,1,14067.73,2,0,668.5183784,667.4034078612473
501,3,3,786.47,0,0,0,15641.6,1,1,475.00782639999994,515.7841514985112
502,3,1,714.14,1,1,0,13262.51,0,1,616.8931693,692.1491692498515
503,3,7,699.63,1,1,0,16616.36,2,1,894.7379361,873.4740760357358
504,3,7,1130.5,0,1,0,32998.19,1,0,423.8210781,378.1422567738098
505,1,5,929.73,1,1,1,44518.73,0,0,502.6093068,485.94063224530606
506,1,9,834.03,1,0,1,24583.35,1,1,820.7227302,770.4047751676916
507,2,6,674.74,1,1,0,36430.8,1,0,486.9715659,540.647028384103
508,2,6,733.45,0,0,1,20701.74,1,1,714.1986266,613.3700856661239
509,0,1,974.21,0,1,1,32363.36,1,0,447.41807520000003,440.0855221448665
510,3,4,941.85,1,1,1,27887.61,2,0,658.3205735,667.5211237534314
511,3,5,732.97,0,1,1,27439.77,1,1,652.8906718999999,678.6142218529931
512,1,4,663.37,0,1,0,19092.23,1,0,393.5284601,361.9000182531025
513,0,4,699.81,0,0,1,22303.66,1,1,688.030491,609.1240828588251
514,2,2,1136.0,1,0,0,22178.75,1,0,550.8021215,497.3215404019517
515,4,4,1041.18,0,1,0,20060.1,0,1,461.538505,533.5034584894585
516,3,5,773.02,0,0,1,31408.38,2,0,378.701623,458.9739032986735
517,3,5,1084.52,1,1,0,1587.7,1,0,456.25687120000003,501.9709136604472
518,1,5,790.71,0,1,1,37050.82,0,0,363.3388403,361.07174947379593
519,4,4,516.43,1,1,0,20372.66,1,0,467.39269210000003,503.0826453903511
520,3,6,1057.52,1,1,0,16420.09,1,0,525.7221986000001,509.44224651712904
521,2,2,760.93,0,1,0,17974.11,1,1,583.4380802000001,577.8780634179128
522,2,8,807.56,1,1,0,22984.61,0,1,710.7783943,693.2761283965295
523,2,3,1034.6,0,1,0,28074.6,0,1,464.5967688,552.2598324792876
524,2,5,861.43,0,0,1,28405.85,0,1,498.61669180000007,468.30342335692035
525,1,5,900.45,1,0,0,15115.43,1,1,701.7641089,721.9675327835205
526,0,6,737.19,0,1,1,17451.85,3,1,862.0775315999999,852.8978451624918
527,2,4,854.11,0,1,0,25119.88,1,1,556.3738438999999,597.411691975453
528,1,3,786.13,0,1,0,28819.69,1,1,526.4591714,578.9115912466107
529,2,5,547.37,1,1,1,16397.97,1,0,652.8610003,589.1319763511673
530,2,3,752.63,0,1,1,16120.11,2,0,523.8907991000001,519.7920746684592
531,2,4,699.42,0,1,0,24008.13,0,1,472.7264476,528.0332110740765
532,1,4,705.27,0,0,1,32894.0,1,1,655.0841217999999,609.1691504566935
533,2,5,924.54,0,1,0,15145.56,2,0,458.81660159999996,461.32356474650294
534,2,6,862.53,0,1,1,36313.84,1,0,430.6294796,447.45667271603145
535,2,7,687.45,0,1,1,19574.41,0,1,558.7522908,586.7108695115115
536,0,5,928.69,0,1,0,26182.2,0,1,624.6922852999999,552.7743814297646
537,2,8,1018.86,1,1,1,13611.22,2,1,961.6759939,910.6235524813497
538,3,7,786.75,0,1,1,41083.05,1,1,706.6813582999999,701.7226273769525
539,1,2,924.05,1,0,1,11499.93,1,0,540.0761456,520.2866561778028
540,3,5,579.46,1,1,0,37876.75,0,1,682.7549371,685.9354576874233
541,3,5,831.08,0,1,0,10099.02,1,0,428.551325,361.6562590403479
542,2,4,717.39,1,1,1,19565.61,1,0,473.20690599999995,593.0094018620339
543,3,4,640.71,1,1,0,41718.43,1,0,572.901644,510.0922038609154
544,4,6,691.92,1,0,1,7902.71,1,1,745.7837480000001,770.6430346107566
545,1,4,893.34,0,0,1,37558.92,1,0,434.3125097,405.3363548083704
546,1,7,904.79,1,1,0,29416.5,0,1,793.6899716,698.5535438828675
547,1,5,699.25,1,1,0,28249.71,2,1,941.2855214,877.964144302075
548,3,7,643.43,1,1,0,12380.29,0,1,749.1865098,696.5776466134398
549,2,9,1113.99,1,1,0,28093.77,2,0,609.2879406000001,621.2473427721578
550,1,5,735.06,0,1,0,29839.01,0,0,356.9985167,269.17365332029453
551,1,3,808.19,0,1,0,28898.87,0,1,508.92576119999995,537.5072503998832
552,1,4,755.02,0,1,1,34067.78,2,1,696.9320827,781.8693751008348
553,0,2,764.65,1,1,0,11027.89,1,1,839.1338896,799.1863226886088
554,1,5,571.11,0,1,1,29918.34,2,0,561.2457488,523.1768976680856
555,1,6,986.3,0,1,1,28032.2,0,0,434.88731270000005,389.7434558113109
556,2,5,726.25,1,1,0,29213.75,0,1,791.0802607,686.0674782892896
557,0,9,856.15,0,1,0,26546.13,1,1,555.3269443,652.9213062456416
558,3,8,698.03,0,0,0,28833.16,0,1,539.7390272000001,453.96709815166497
559,1,5,846.64,1,1,1,13971.01,2,1,962.4759403999999,924.0162587111696
560,3,4,679.48,0,1,0,42422.59,2,1,775.7525413,719.4709995389594
561,3,1,767.12,1,1,0,24635.02,1,0,511.1914351,502.76536270145283
562,3,5,650.6,0,1,0,23861.79,0,1,543.0623118,522.4820489266135
563,3,5,758.62,0,1,0,28484.97,1,0,282.0730577,362.02773768055243
564,2,6,849.08,0,1,1,25230.29,2,0,551.5703553,526.0083946637903
565,2,4,784.79,0,1,1,25128.15,2,1,709.3422097,767.0225666088901
566,3,6,733.48,0,1,0,22880.75,1,0,289.727488,370.9364532387128
567,4,8,607.15,1,1,1,40047.03,1,1,884.6862448999999,838.5495865942867
568,2,7,652.57,0,1,0,25566.98,1,1,660.2078757,605.5650996437762
569,3,2,695.3,0,1,0,28278.67,0,1,535.0481464,526.3931825597783
570,1,5,874.65,1,1,1,20070.34,1,1,823.5053303,801.710678179608
571,2,4,717.42,0,0,0,18993.48,2,1,595.2475268999999,620.4843948175214
572,1,4,778.09,0,1,0,31208.61,1,1,684.9239938,602.8229823401991
573,2,7,932.1,0,1,1,24188.14,2,0,499.32996280000003,527.6781543633773
574,1,4,622.28,0,0,0,27825.25,1,0,344.9279635,297.7363318893896
575,2,4,755.57,0,1,1,19598.82,1,1,679.2632007,654.0449270564827
576,1,5,869.58,0,1,1,13976.87,0,1,545.1965299999999,583.3307003761769
577,1,4,630.91,0,0,1,29720.86,0,1,501.45051449999994,461.79126685735116
578,1,5,761.19,1,0,1,31943.79,1,1,869.5514892000001,772.9727171141795
579,1,3,886.07,0,1,1,22982.15,1,0,448.3860326,427.58048014794446
580,3,7,867.73,0,1,0,23413.83,0,0,266.54935750000004,271.0496378631782
581,1,4,883.64,1,1,1,39365.49,1,1,771.8986153,828.7263780159072
582,4,5,870.48,0,1,1,38274.33,0,0,401.553697,356.90022165575965
583,2,5,1024.0,1,1,0,23140.23,1,1,798.8415517999999,809.9775275286197
584,2,5,716.73,0,1,1,51.85,1,0,359.9484974,404.6287993353598
585,2,6,578.78,0,1,0,35741.32,2,1,691.2753150000001,702.6728508854821
586,1,5,602.68,0,0,1,18477.49,1,0,364.9896195,394.69702303605465
587,0,6,892.43,1,1,1,21027.82,1,1,727.3685723,801.0927009275576
588,3,5,1064.88,1,1,1,20596.74,0,1,767.093111,769.6243164186855
589,0,4,963.1,1,1,0,20828.59,3,1,986.6975166000001,981.2692814507758
590,1,5,824.09,0,1,1,32799.66,0,1,589.5633109,608.3437452381185
591,1,5,1032.83,1,1,1,34453.53,1,1,787.5294336000001,827.1916237128202
592,3,4,675.74,1,1,0,21394.01,1,1,869.2543120999999,797.9196871956822
593,1,3,956.4,1,1,0,13342.48,2,0,506.0592641,597.0120734647144
594,2,9,835.64,0,1,0,19603.28,0,1,488.18860589999997,524.9578482968907
595,1,5,689.15,0,1,1,30570.0,2,1,841.1148197000001,797.1945403722702
596,2,5,875.28,0,1,0,28512.28,2,1,699.8199490000001,702.1878089871537
597,3,2,750.75,0,1,1,17242.08,1,1,592.2714082,644.996154057578
598,3,6,751.4,0,0,1,21288.94,2,1,805.8326737000001,627.2798390401261
599,2,2,852.38,0,1,0,25600.11,2,0,395.85491119999995,471.4944267926897
600,1,4,677.17,0,0,0,22290.57,2,1,572.6231332,618.4006480375435
601,3,3,1027.08,0,0,0,13333.28,1,0,218.04636380000002,296.7133404703475
602,2,1,967.37,0,1,0,28745.23,2,1,672.1716594999999,710.5548223603321
603,1,4,688.61,1,1,0,4994.76,0,1,763.9650128,696.1223273561859
604,3,6,770.58,0,0,0,11919.18,1,1,618.7553799,558.0819075977286
605,0,3,649.56,1,1,0,24884.65,0,1,653.0106592,691.0298520555156
606,2,4,811.69,0,1,1,39518.02,2,0,499.1541336,523.1000030616898
607,2,4,766.01,1,1,1,16610.41,0,1,729.8771486,744.6256057864273
608,4,6,893.72,0,1,1,24822.96,0,0,376.4520199,377.0423623241838
609,2,5,750.74,0,1,0,29119.48,1,1,566.9710993,628.4140829030725
610,1,5,841.03,1,1,0,28153.11,3,0,799.1545397000001,745.5727530259265
611,2,4,1015.02,0,1,0,37069.58,0,1,554.2658183,551.44572133156
612,2,8,825.89,1,1,0,31592.5,0,1,754.7292679999999,694.5213623779368
613,2,5,753.92,0,1,1,13236.41,1,1,687.4220662,677.0922354597722
614,0,7,703.67,0,1,1,26051.29,1,1,686.8261898,686.1533931342649
615,3,8,711.82,0,1,1,19788.33,1,1,678.4015618,691.3883098390827
616,4,3,732.57,0,0,1,23679.47,0,1,560.2871201,456.83481456689435
617,3,2,864.51,0,1,1,25012.42,0,1,480.8326846,559.9211463426709
618,3,4,724.01,0,0,0,34647.94,1,1,517.1574095,533.1278326681644
619,3,0,747.69,0,1,1,26251.25,2,1,758.3134216,757.6146098954628
620,4,5,757.58,0,1,0,18735.41,3,1,715.2620444,778.6849502000018
621,2,6,669.82,1,1,1,13241.11,1,1,827.0572264,822.2644015849858
622,2,4,511.18,0,0,1,24732.64,0,1,412.96882180000006,461.79126685735116
623,1,5,390.65,1,1,1,21047.34,3,1,984.0387802000001,1018.0554123889309
624,3,6,665.16,1,1,0,19141.79,1,1,738.4249718,792.9596146031304
625,2,7,944.15,0,1,0,49063.95,1,1,610.7776416,666.0880273762574
626,1,3,443.63,0,1,1,20706.53,1,1,715.6422847,648.5089979262938
627,1,2,684.1,1,1,0,28602.42,1,0,504.72780980000005,529.4619248522476
628,2,8,682.47,0,1,0,28083.17,1,1,536.4161256,606.9442704591826
629,3,2,729.58,0,1,1,24148.75,3,1,935.0084535,852.8978451624918
630,2,4,1033.89,0,1,1,33497.88,1,1,733.9495611000001,656.8046553753643
631,1,5,525.89,0,1,0,31088.66,1,0,347.7321872,368.5975796926899
632,-1,8,696.99,0,1,1,13396.89,0,0,322.38177260000003,358.0876607193918
633,3,3,761.02,0,0,1,35086.09,1,1,520.6575629,582.316085861779
634,2,7,746.7,0,1,0,16581.48,0,0,300.4335454,251.73581117495257
635,1,6,694.81,0,1,1,31686.0,2,0,566.6484087,529.3090783464561
636,2,6,761.41,1,0,1,34722.1,1,0,417.96456820000003,501.6404527745601
637,3,0,724.04,1,1,0,30385.25,1,1,804.8891237,819.8176805585724
638,4,5,545.39,1,1,0,20700.19,0,0,353.2666057,407.41480289074707
639,4,6,835.63,0,1,0,11469.2,2,1,718.2225636,702.1382510850865
640,1,2,1004.55,0,1,1,18973.76,1,0,361.31388230000005,415.6977913658066
641,3,3,776.97,0,0,1,27194.27,2,1,593.6745546,616.0029166674548
642,4,9,770.0,0,1,1,26072.34,0,1,621.9227847,600.2178238318077
643,1,4,834.24,0,1,1,31470.86,1,1,775.9264744,652.6223039226002
644,0,5,543.82,0,1,0,21678.79,2,0,475.86955020000005,483.77405848904294
645,2,4,863.94,0,1,1,28760.84,3,1,922.5504972000001,852.8978451624918
646,1,9,1040.6,0,1,1,27620.24,0,0,446.45579000000004,391.777062482471
647,2,4,989.18,0,0,1,12491.63,0,1,605.2095038,470.78851965224
648,3,5,615.59,1,0,1,27163.95,1,0,504.4878011,493.72115021955193
649,1,4,706.03,1,1,0,24016.9,2,0,630.1971374,634.8724785935137
650,3,8,867.52,1,1,1,20593.2,0,0,583.7230559,504.7222272935975
651,4,4,724.42,1,1,1,29061.4,1,1,869.8259693,829.9902486874807
652,3,6,771.15,0,1,0,13999.58,2,0,362.149647,471.09871263920337
653,1,2,883.09,1,1,1,21622.9,1,1,842.9632050000001,801.746783517455
654,2,6,874.2,0,0,0,36903.03,1,0,396.89995519999997,297.6170857181244
655,2,7,889.54,1,1,0,41049.77,0,0,416.7785561,422.8660463856228
656,1,3,644.34,0,1,0,29411.13,1,0,349.3330573,363.7454775852855
657,3,6,723.02,0,0,1,25843.01,0,0,244.0172693,292.98003458954156
658,3,-1,673.71,0,1,1,30987.64,0,1,510.6912092,568.1636593604677
659,3,7,832.49,0,1,0,10054.41,1,0,366.9861294,377.6358063933048
660,1,6,896.52,1,1,1,10853.42,0,1,768.9255618,754.8866111462551
661,3,1,773.71,0,0,1,16025.37,0,1,405.28610679999997,459.63656033398297
662,2,2,872.1,0,1,1,14693.76,2,1,695.5033362,746.0028209421106
663,4,4,751.46,0,1,0,29637.91,2,1,720.9022472,711.9678805945224
664,3,3,1118.29,0,1,0,5037.37,1,1,606.0078796,607.3113462531056
665,3,3,1007.11,1,1,0,16240.07,1,1,779.3499658,796.6558452387217
666,2,4,680.77,0,1,0,33587.08,1,1,519.901034,589.7191450654796
667,1,7,804.29,0,1,0,33096.67,1,1,720.5930272999999,651.5785357400581
668,2,9,996.07,1,1,0,23587.13,3,0,744.9913096,744.7742330075168
669,2,2,767.13,1,1,1,25828.96,1,0,552.0702557999999,597.4366471004346
670,3,5,1189.12,0,1,0,23070.28,0,1,473.8204534,548.1430133962626
671,3,8,998.26,0,1,0,13845.18,1,1,717.6134248,666.0843810370953
672,2,4,890.88,1,1,0,42381.17,1,0,490.8506047,530.3370608458325
673,2,3,541.84,0,1,0,1220.02,2,1,748.3442502,695.3232280052077
674,2,4,871.99,0,0,1,34261.62,1,0,397.3597228,402.0559532841134
675,1,6,537.8,1,0,1,14009.7,4,1,1083.726891,939.5629747618524
676,1,5,813.13,0,1,0,21015.26,2,1,640.9150403,690.3088024902153
677,2,7,842.86,0,1,1,19564.25,1,1,602.1022346,673.104566933464
678,2,3,971.81,1,1,1,34339.53,3,0,821.8827094999999,744.9049586616702
679,0,3,872.07,0,1,0,27389.26,2,1,641.3209105000001,701.4476497390831
680,1,6,769.82,0,1,0,32041.19,0,1,557.4036778,545.6248776555884
681,3,8,640.76,1,1,0,18882.26,0,1,748.3323293,696.5776466134398
682,1,6,1129.49,0,1,0,25438.6,3,1,862.0787587000001,778.6849502000018
683,1,6,523.18,0,1,1,13750.91,0,1,474.00168319999995,582.7904985891101
684,2,5,842.97,0,1,0,16908.09,3,1,806.4929142999999,778.6849502000018
685,1,4,605.37,0,0,0,20308.74,1,0,343.13048480000003,297.51017369145205
686,1,6,889.07,0,1,0,17023.78,0,0,307.23228439999997,264.6648495018598
687,2,7,1002.39,1,1,1,24347.73,2,1,930.4058197,914.8471560127833
688,3,10,875.56,0,0,1,24743.19,1,1,682.6718095,614.7862748124485
689,2,5,633.56,1,1,1,28722.73,0,0,553.7611717999999,458.8483852872406
690,1,7,691.1,1,1,0,25467.6,1,1,855.5163867999999,812.186394234886
691,2,5,806.86,0,1,0,25091.68,3,1,800.4168675,778.6849502000018
692,1,5,853.32,1,1,1,42468.81,2,1,969.2387888000001,933.9778132733306
693,2,2,700.66,0,1,0,20510.12,0,1,553.7077885,518.8417367405934
694,2,4,984.69,0,0,0,37668.45,0,1,392.8620063,461.7374232596951
695,3,6,679.75,1,0,0,14771.53,3,1,887.116791,891.1045106765811
696,1,6,865.22,1,1,1,15528.65,0,0,584.4865907999999,499.38548922434245
697,1,4,840.52,0,0,0,41247.78,2,1,642.7807313999999,611.7299446054426
698,1,4,613.78,0,1,0,27295.77,2,1,637.6792316000001,691.2033785331754
