,Date,HolidayFlag,DayOfWeek,WeekOfYear,Day,Month,Year,HalfHourPeriod,ForecastWindProduction,NationalLoadForecast,PriceForecast$,Temperature C,Windspeed km/h,CO2Intensity g/kWh,WindProduction MWh,NationalSystemLoad MWh,Price $
1972,2011-12-12 02:00:00,0,0,50,12,12,2011,4,978.65,3221.96,28.15,2.0,16.7,410.31,877.0,3091.54,28.15
1973,2011-12-12 02:30:00,0,0,50,12,12,2011,5,959.33,3124.52,28.15,3.0,22.2,412.42,837.0,3009.14,28.15
1974,2011-12-12 03:00:00,0,0,50,12,12,2011,6,938.51,3124.49,28.15,3.0,27.8,415.86,812.0,2960.99,0.0
1975,2011-12-12 03:30:00,0,0,50,12,12,2011,7,915.97,3099.0,28.15,2.0,14.8,409.41,801.0,2948.34,0.0
1976,2011-12-12 04:00:00,0,0,50,12,12,2011,8,892.89,3049.0,28.15,3.0,22.2,407.8,836.0,2945.51,0.0
1977,2011-12-12 04:30:00,0,0,50,12,12,2011,9,869.7,3118.06,28.15,3.0,20.4,443.13,715.0,2926.09,28.15
1978,2011-12-12 05:00:00,0,0,50,12,12,2011,10,846.87,3101.64,28.15,3.0,22.2,438.89,696.0,2954.88,28.15
1979,2011-12-12 05:30:00,0,0,50,12,12,2011,11,781.42,3245.14,42.84,3.0,22.2,496.57,626.0,2984.97,42.02
1980,2011-12-12 06:00:00,0,0,50,12,12,2011,12,716.49,3460.5,44.49,3.0,18.5,522.26,603.0,3230.19,43.89
1981,2011-12-12 06:30:00,0,0,50,12,12,2011,13,652.8,3694.65,44.49,1.0,14.8,511.47,623.0,3534.46,44.49
1985,2011-12-12 08:30:00,0,0,50,12,12,2011,17,567.14,4978.12,62.45,1.0,11.1,548.11,500.0,4732.32,76.32
1986,2011-12-12 09:00:00,0,0,50,12,12,2011,18,677.35,5038.68,62.45,2.0,9.3,541.03,561.0,4883.36,91.08
1987,2011-12-12 09:30:00,0,0,50,12,12,2011,19,783.8,5222.08,62.45,2.0,11.1,537.66,558.0,4965.75,96.67
1988,2011-12-12 10:00:00,0,0,50,12,12,2011,20,873.23,5238.01,62.45,3.0,7.4,516.67,710.0,4984.53,85.12
1989,2011-12-12 10:30:00,0,0,50,12,12,2011,21,939.69,5275.64,62.45,4.0,13.0,509.14,784.0,5011.18,78.3
1990,2011-12-12 11:00:00,0,0,50,12,12,2011,22,982.47,5307.6,62.45,5.0,22.2,495.38,910.0,5029.43,76.32
1991,2011-12-12 11:30:00,0,0,50,12,12,2011,23,1132.21,5320.7,62.35,6.0,31.5,497.7,912.0,5022.31,75.86
1992,2011-12-12 12:00:00,0,0,50,12,12,2011,24,1266.05,5316.77,61.68,6.0,25.9,480.46,1030.0,5045.99,73.84
1993,2011-12-12 12:30:00,0,0,50,12,12,2011,25,1362.72,5382.61,62.17,7.0,35.2,479.62,1149.0,5051.2,73.84
1994,2011-12-12 13:00:00,0,0,50,12,12,2011,26,1420.99,5401.28,61.68,7.0,33.3,468.75,1280.0,4988.06,73.07
1995,2011-12-12 13:30:00,0,0,50,12,12,2011,27,1446.91,5270.79,61.68,7.0,37.0,451.71,1320.0,4901.43,72.6
1996,2011-12-12 14:00:00,0,0,50,12,12,2011,28,1446.49,5235.75,61.68,8.0,38.9,430.04,1377.0,4958.95,72.85
1997,2011-12-12 14:30:00,0,0,50,12,12,2011,29,1454.46,5289.17,61.68,8.0,40.7,442.1,1333.0,4973.94,73.07
1998,2011-12-12 15:00:00,0,0,50,12,12,2011,30,1453.49,5281.73,61.68,9.0,50.0,443.79,1321.0,5096.23,73.07
1999,2011-12-12 15:30:00,0,0,50,12,12,2011,31,1447.68,5377.92,62.17,10.0,40.7,459.53,1337.0,5261.92,73.84
2000,2011-12-12 16:00:00,0,0,50,12,12,2011,32,1439.48,5617.35,62.97,10.0,37.0,454.64,1315.0,5542.18,81.54
2005,2011-12-12 18:30:00,0,0,50,12,12,2011,37,1439.9,6039.98,83.53,10.0,38.9,461.75,1173.0,5554.86,85.75
2006,2011-12-12 19:00:00,0,0,50,12,12,2011,38,1445.46,5950.34,77.78,10.0,35.2,465.76,1145.0,5450.57,80.39
2007,2011-12-12 19:30:00,0,0,50,12,12,2011,39,1448.03,5913.71,82.16,10.0,38.9,460.64,1195.0,5336.16,62.68
2008,2011-12-12 20:00:00,0,0,50,12,12,2011,40,1447.46,5741.02,70.35,8.0,40.7,464.57,1200.0,5195.67,53.63
2009,2011-12-12 20:30:00,0,0,50,12,12,2011,41,1445.26,5575.48,62.97,9.0,33.3,469.18,1206.0,5050.52,48.41
2010,2011-12-12 21:00:00,0,0,50,12,12,2011,42,1441.08,5532.65,62.97,9.0,27.8,469.74,1155.0,4915.0,48.41
2011,2011-12-12 21:30:00,0,0,50,12,12,2011,43,1435.19,5247.66,46.45,7.0,33.3,487.15,1069.0,4680.95,45.93
2012,2011-12-12 22:00:00,0,0,50,12,12,2011,44,1426.99,4996.57,45.93,7.0,16.7,491.57,1025.0,4449.06,45.93
2013,2011-12-12 22:30:00,0,0,50,12,12,2011,45,1415.95,4694.36,45.16,5.0,16.7,500.56,941.0,4193.92,45.16
2014,2011-12-12 23:00:00,0,0,50,12,12,2011,46,1121.9,4500.11,45.16,4.0,14.8,467.84,1143.0,4050.57,45.16
2015,2011-12-12 23:30:00,0,0,50,12,12,2011,47,1118.3,4349.05,44.69,5.0,20.4,460.68,1118.0,3824.06,45.16
2016,2011-12-13 00:00:00,0,1,50,13,12,2011,0,1117.1,3962.85,43.94,5.0,27.8,456.51,1051.0,3495.11,45.16
2017,2011-12-13 00:30:00,0,1,50,13,12,2011,1,1119.2,3758.79,43.53,4.0,29.6,426.35,1136.0,3290.38,44.49
2018,2011-12-13 01:00:00,0,1,50,13,12,2011,2,1124.4,3593.94,43.53,3.0,16.7,391.31,1171.0,3156.4,43.53
2019,2011-12-13 01:30:00,0,1,50,13,12,2011,3,1136.1,3454.33,28.15,3.0,29.6,352.15,1298.0,3003.72,42.84
2020,2011-12-13 02:00:00,0,1,50,13,12,2011,4,1141.4,3387.82,28.15,3.0,20.4,345.14,1193.0,2954.17,42.84
2021,2011-12-13 02:30:00,0,1,50,13,12,2011,5,1128.1,3316.72,28.15,3.0,25.9,342.95,1116.0,2865.44,42.84
2022,2011-12-13 03:00:00,0,1,50,13,12,2011,6,1111.2,3289.75,28.15,4.0,29.6,335.88,1164.0,2830.65,28.15
2023,2011-12-13 03:30:00,0,1,50,13,12,2011,7,1088.7,3265.88,0.0,3.0,24.1,331.52,1183.0,2810.47,28.15
2024,2011-12-13 04:00:00,0,1,50,13,12,2011,8,1065.1,3269.58,0.0,1.0,25.9,333.83,1164.0,2762.85,28.15
2025,2011-12-13 04:30:00,0,1,50,13,12,2011,9,1037.5,3242.91,0.0,1.0,22.2,333.34,1176.0,2712.28,28.15
2026,2011-12-13 05:00:00,0,1,50,13,12,2011,10,1012.8,3397.83,28.15,1.0,33.3,344.04,1116.0,2734.94,28.15
2027,2011-12-13 05:30:00,0,1,50,13,12,2011,11,1001.6,3471.4,42.45,1.0,22.2,337.74,1171.0,2759.59,28.15
2028,2011-12-13 06:00:00,0,1,50,13,12,2011,12,988.2,3459.06,44.49,2.0,24.1,372.27,1215.0,2950.3,40.47
2029,2011-12-13 06:30:00,0,1,50,13,12,2011,13,970.3,3765.27,44.74,2.0,29.6,372.53,1208.0,3240.98,44.49
2030,2011-12-13 07:00:00,0,1,50,13,12,2011,14,956.5,4197.72,44.74,1.0,35.2,362.65,1308.0,3745.94,45.23
2031,2011-12-13 07:30:00,0,1,50,13,12,2011,15,955.0,4672.3,46.04,1.0,37.0,384.88,1339.0,4194.41,44.75
2032,2011-12-13 08:00:00,0,1,50,13,12,2011,16,956.6,5027.23,144.14,1.0,35.2,397.83,1399.0,4448.2,46.04
2033,2011-12-13 08:30:00,0,1,50,13,12,2011,17,967.3,5079.75,144.14,1.0,24.1,436.03,1260.0,4448.45,46.04
2034,2011-12-13 09:00:00,0,1,50,13,12,2011,18,976.9,5113.25,141.65,2.0,24.1,435.72,1356.0,4581.94,46.04
2035,2011-12-13 09:30:00,0,1,50,13,12,2011,19,981.4,5244.65,144.14,2.0,25.9,455.03,1261.0,4681.07,46.04
2036,2011-12-13 10:00:00,0,1,50,13,12,2011,20,993.6,5297.48,144.14,3.0,38.9,394.82,1307.0,4689.97,46.04
2037,2011-12-13 10:30:00,0,1,50,13,12,2011,21,1027.7,5316.13,48.53,3.0,33.3,385.75,1297.0,4728.41,48.53
2038,2011-12-13 11:00:00,0,1,50,13,12,2011,22,1057.6,5320.28,48.53,4.0,29.6,390.8,1230.0,4740.46,48.07
2039,2011-12-13 11:30:00,0,1,50,13,12,2011,23,1074.4,5349.44,46.04,4.0,40.7,380.26,1347.0,4798.98,48.53
2040,2011-12-13 12:00:00,0,1,50,13,12,2011,24,1087.7,5335.32,46.04,4.0,42.6,394.95,1218.0,4840.15,46.17
2041,2011-12-13 12:30:00,0,1,50,13,12,2011,25,1089.7,5371.51,46.04,5.0,38.9,389.98,1189.0,4887.96,46.25
2042,2011-12-13 13:00:00,0,1,50,13,12,2011,26,1093.0,5313.84,45.88,4.0,37.0,407.6,1211.0,4854.98,57.64
2043,2011-12-13 13:30:00,0,1,50,13,12,2011,27,1099.4,5232.79,45.88,5.0,37.0,422.6,1188.0,4771.35,57.11
2044,2011-12-13 14:00:00,0,1,50,13,12,2011,28,1104.5,5209.68,45.23,5.0,48.2,444.34,1106.0,4831.48,58.89
2045,2011-12-13 14:30:00,0,1,50,13,12,2011,29,1107.3,5236.21,45.88,4.0,37.0,444.28,1130.0,4877.61,59.55
2046,2011-12-13 15:00:00,0,1,50,13,12,2011,30,1099.3,5262.39,45.88,4.0,42.6,446.39,1161.0,4926.21,60.18
2047,2011-12-13 15:30:00,0,1,50,13,12,2011,31,1058.3,5388.32,46.04,3.0,44.4,444.01,1189.0,5063.44,61.03
2048,2011-12-13 16:00:00,0,1,50,13,12,2011,32,1023.0,5622.06,102.88,2.0,27.8,461.49,1117.0,5417.27,62.49
2049,2011-12-13 16:30:00,0,1,50,13,12,2011,33,1006.3,5947.22,105.37,2.0,27.8,455.54,1158.0,5809.45,68.04
2052,2011-12-13 18:00:00,0,1,50,13,12,2011,36,1390.4,6240.65,160.33,2.0,24.1,442.39,1194.0,5815.55,69.95
2053,2011-12-13 18:30:00,0,1,50,13,12,2011,37,1386.61,6018.46,105.37,1.0,20.4,439.97,1171.0,5691.11,70.23
2054,2011-12-13 19:00:00,0,1,50,13,12,2011,38,1388.56,5885.58,104.91,2.0,29.6,446.39,1173.0,5617.35,70.47
2055,2011-12-13 19:30:00,0,1,50,13,12,2011,39,1383.52,5840.8,102.88,2.0,22.2,443.0,1201.0,5492.93,66.95
2056,2011-12-13 20:00:00,0,1,50,13,12,2011,40,1375.51,5671.18,48.53,2.0,20.4,445.92,1152.0,5352.33,69.27
2057,2011-12-13 20:30:00,0,1,50,13,12,2011,41,1361.93,5526.41,48.07,2.0,24.1,447.42,1215.0,5227.8,69.9
2058,2011-12-13 21:00:00,0,1,50,13,12,2011,42,1343.24,5393.82,46.04,1.0,20.4,443.77,1203.0,5036.64,70.54
2059,2011-12-13 21:30:00,0,1,50,13,12,2011,43,1321.18,5213.83,46.04,1.0,20.4,453.57,1172.0,4830.68,68.69
2060,2011-12-13 22:00:00,0,1,50,13,12,2011,44,1295.37,4885.26,45.83,1.0,22.2,458.21,1149.0,4520.49,67.96
2061,2011-12-13 22:30:00,0,1,50,13,12,2011,45,1264.56,4608.65,44.74,1.0,16.7,453.04,1010.0,4283.86,68.35
2062,2011-12-13 23:00:00,0,1,50,13,12,2011,46,1229.74,4430.28,44.74,1.0,20.4,435.56,1063.0,4179.32,68.99
2063,2011-12-13 23:30:00,0,1,50,13,12,2011,47,1220.41,4315.44,44.49,2.0,25.9,437.44,1082.0,3924.01,66.91
2064,2011-12-14 00:00:00,0,2,50,14,12,2011,0,1208.24,4072.95,43.94,1.0,20.4,420.55,1108.0,3805.63,58.48
2065,2011-12-14 00:30:00,0,2,50,14,12,2011,1,1199.16,3841.06,43.94,1.0,14.8,409.37,1108.0,3611.25,59.12
2066,2011-12-14 01:00:00,0,2,50,14,12,2011,2,1182.77,3695.79,43.53,1.0,18.5,402.15,1015.0,3500.33,59.61
2067,2011-12-14 01:30:00,0,2,50,14,12,2011,3,1164.0,3555.28,43.53,1.0,22.2,386.86,975.0,3405.97,44.52
2068,2011-12-14 02:00:00,0,2,50,14,12,2011,4,1141.49,3468.75,43.53,1.0,24.1,391.1,937.0,3317.42,45.15
2069,2011-12-14 02:30:00,0,2,50,14,12,2011,5,1140.21,3393.38,42.66,1.0,24.1,403.97,841.0,3225.9,45.79
2070,2011-12-14 03:00:00,0,2,50,14,12,2011,6,1136.59,3342.83,42.66,1.0,20.4,395.18,921.0,3190.76,18.78
2071,2011-12-14 03:30:00,0,2,50,14,12,2011,7,1132.19,3305.64,27.65,1.0,20.4,395.38,889.0,3174.73,47.07
2072,2011-12-14 04:00:00,0,2,50,14,12,2011,8,1126.93,3269.64,27.65,0.0,16.7,408.6,779.0,3172.57,47.71
2073,2011-12-14 04:30:00,0,2,50,14,12,2011,9,1120.83,3237.19,27.65,1.0,20.4,405.82,820.0,3175.23,48.35
2074,2011-12-14 05:00:00,0,2,50,14,12,2011,10,1113.25,3253.29,27.65,1.0,29.6,420.18,743.0,3215.08,48.98
2075,2011-12-14 05:30:00,0,2,50,14,12,2011,11,1098.24,3285.84,31.78,0.0,24.1,434.65,805.0,3259.53,49.62
2076,2011-12-14 06:00:00,0,2,50,14,12,2011,12,1081.82,3443.41,43.03,0.0,20.4,472.03,748.0,3476.79,43.82
2077,2011-12-14 06:30:00,0,2,50,14,12,2011,13,1064.56,3777.44,43.82,0.0,16.7,507.82,809.0,3761.16,43.82
2078,2011-12-14 07:00:00,0,2,50,14,12,2011,14,1046.67,4211.59,44.93,1.0,18.5,510.81,770.0,4290.56,44.93
2079,2011-12-14 07:30:00,0,2,50,14,12,2011,15,1028.43,4755.72,45.95,1.0,11.1,517.97,819.0,4765.35,47.04
2080,2011-12-14 08:00:00,0,2,50,14,12,2011,16,1010.44,5082.31,48.43,0.0,9.3,526.12,760.0,5030.47,51.95
2081,2011-12-14 08:30:00,0,2,50,14,12,2011,17,1052.98,5100.81,47.04,0.0,16.7,497.97,696.0,5016.5,52.2
2082,2011-12-14 09:00:00,0,2,50,14,12,2011,18,1091.72,5133.31,47.04,0.0,13.0,514.39,666.0,5151.79,50.81
2083,2011-12-14 09:30:00,0,2,50,14,12,2011,19,1123.35,5268.59,47.98,0.0,13.0,516.66,685.0,5242.92,51.75
2084,2011-12-14 10:00:00,0,2,50,14,12,2011,20,1143.89,5327.36,48.43,1.0,13.0,515.47,727.0,5260.56,50.81
2086,2011-12-14 11:00:00,0,2,50,14,12,2011,22,1146.79,5355.15,47.04,1.0,18.5,507.51,755.0,5287.99,52.2
2087,2011-12-14 11:30:00,0,2,50,14,12,2011,23,1146.48,5370.3,47.04,2.0,22.2,518.26,720.0,5286.13,51.75
2088,2011-12-14 12:00:00,0,2,50,14,12,2011,24,1140.51,5363.19,47.04,3.0,18.5,522.92,706.0,5335.44,53.21
2089,2011-12-14 12:30:00,0,2,50,14,12,2011,25,1131.49,5401.32,47.04,2.0,25.9,535.86,704.0,5325.32,53.21
2090,2011-12-14 13:00:00,0,2,50,14,12,2011,26,1118.58,5332.7,47.04,2.0,18.5,544.05,706.0,5245.11,52.2
2091,2011-12-14 13:30:00,0,2,50,14,12,2011,27,1101.14,5238.73,47.04,3.0,18.5,542.42,615.0,5170.48,52.2
2092,2011-12-14 14:00:00,0,2,50,14,12,2011,28,1078.44,5236.64,47.04,4.0,29.6,547.66,576.0,5209.38,53.21
2093,2011-12-14 14:30:00,0,2,50,14,12,2011,29,1049.24,5268.14,48.43,3.0,13.0,556.53,491.0,5239.32,53.71
2094,2011-12-14 15:00:00,0,2,50,14,12,2011,30,1010.27,5313.3,49.44,3.0,18.5,532.27,564.0,5307.29,54.08
2095,2011-12-14 15:30:00,0,2,50,14,12,2011,31,968.54,5476.12,49.44,3.0,18.5,516.84,632.0,5387.76,54.08
2096,2011-12-14 16:00:00,0,2,50,14,12,2011,32,923.63,5661.74,70.66,3.0,18.5,515.26,610.0,5706.67,55.09
2097,2011-12-14 16:30:00,0,2,50,14,12,2011,33,873.96,5993.64,143.63,3.0,14.8,500.48,712.0,6037.93,77.16
2100,2011-12-14 18:00:00,0,2,50,14,12,2011,36,715.53,6244.75,168.49,4.0,24.1,489.9,641.0,6049.55,82.51
2101,2011-12-14 18:30:00,0,2,50,14,12,2011,37,651.98,6062.69,168.49,4.0,24.1,476.39,665.0,5942.18,61.12
2102,2011-12-14 19:00:00,0,2,50,14,12,2011,38,586.87,5899.94,116.82,5.0,31.5,482.09,637.0,5878.22,61.12
2103,2011-12-14 19:30:00,0,2,50,14,12,2011,39,522.78,5852.18,67.1,5.0,37.0,494.62,608.0,5818.15,61.12
2104,2011-12-14 20:00:00,0,2,50,14,12,2011,40,464.52,5692.69,49.73,5.0,37.0,504.44,569.0,5662.43,55.09
2105,2011-12-14 20:30:00,0,2,50,14,12,2011,41,508.26,5552.03,49.44,5.0,31.5,506.48,582.0,5531.45,55.09
2106,2011-12-14 21:00:00,0,2,50,14,12,2011,42,555.66,5410.53,49.44,5.0,44.4,503.93,632.0,5380.84,55.1
2107,2011-12-14 21:30:00,0,2,50,14,12,2011,43,607.91,5235.67,47.04,5.0,46.3,516.02,683.0,5150.1,52.72
2108,2011-12-14 22:00:00,0,2,50,14,12,2011,44,663.5,4941.33,47.04,4.0,46.3,514.66,719.0,4868.65,51.63
2109,2011-12-14 22:30:00,0,2,50,14,12,2011,45,719.25,4652.94,45.43,3.0,46.3,525.71,683.0,4608.95,50.32
2110,2011-12-14 23:00:00,0,2,50,14,12,2011,46,642.6,4451.66,45.13,3.0,38.9,524.16,691.0,4510.84,48.7
2111,2011-12-14 23:30:00,0,2,50,14,12,2011,47,651.4,4375.83,44.93,3.0,38.9,514.91,764.0,4245.41,44.93
2112,2011-12-15 00:00:00,0,3,50,15,12,2011,0,665.8,4137.6,44.22,4.0,40.7,505.2,785.0,3968.15,44.22
2113,2011-12-15 00:30:00,0,3,50,15,12,2011,1,690.7,3882.91,43.82,3.0,24.1,482.8,814.0,3769.29,43.91
2114,2011-12-15 01:00:00,0,3,50,15,12,2011,2,711.8,3722.78,43.8,3.0,24.1,458.62,860.0,3661.62,43.82
2115,2011-12-15 01:30:00,0,3,50,15,12,2011,3,718.2,3582.4,43.8,3.0,27.8,427.62,850.0,3564.81,43.8
2116,2011-12-15 02:00:00,0,3,50,15,12,2011,4,723.9,3467.94,43.29,3.0,29.6,400.73,894.0,3491.65,43.8
2117,2011-12-15 02:30:00,0,3,50,15,12,2011,5,728.3,3423.62,43.03,3.0,31.5,410.07,857.0,3414.29,43.8
2118,2011-12-15 03:00:00,0,3,50,15,12,2011,6,734.2,3386.1,27.19,4.0,22.2,411.61,835.0,3357.04,43.8
2119,2011-12-15 03:30:00,0,3,50,15,12,2011,7,742.0,3342.97,27.19,4.0,31.5,412.26,764.0,3341.2,43.8
2120,2011-12-15 04:00:00,0,3,50,15,12,2011,8,750.5,3306.01,27.19,4.0,25.9,398.14,817.0,3322.76,43.29
2121,2011-12-15 04:30:00,0,3,50,15,12,2011,9,760.6,3266.61,27.19,4.0,29.6,394.57,863.0,3293.98,27.19
2122,2011-12-15 05:00:00,0,3,50,15,12,2011,10,769.5,3285.71,27.19,4.0,33.3,391.12,863.0,3312.23,43.29
2123,2011-12-15 05:30:00,0,3,50,15,12,2011,11,780.0,3322.27,31.92,3.0,25.9,388.13,895.0,3367.16,42.57
2124,2011-12-15 06:00:00,0,3,50,15,12,2011,12,784.5,3631.49,44.17,4.0,29.6,384.09,914.0,3572.54,43.17
2125,2011-12-15 06:30:00,0,3,50,15,12,2011,13,775.9,3866.19,44.17,3.0,22.2,399.15,930.0,3882.83,44.17
2126,2011-12-15 07:00:00,0,3,50,15,12,2011,14,763.9,4296.77,44.71,4.0,14.8,434.14,860.0,4386.8,44.41
2127,2011-12-15 07:30:00,0,3,50,15,12,2011,15,739.4,4801.37,47.84,3.0,16.7,468.53,883.0,4842.62,45.83
2128,2011-12-15 08:00:00,0,3,50,15,12,2011,16,715.2,5091.94,46.74,2.0,14.8,485.45,850.0,5082.54,46.75
2129,2011-12-15 08:30:00,0,3,50,15,12,2011,17,690.4,5144.79,46.74,4.0,20.4,486.66,801.0,4949.31,45.83
2130,2011-12-15 09:00:00,0,3,50,15,12,2011,18,668.6,5193.73,48.29,3.0,20.4,488.2,847.0,5030.25,46.75
2131,2011-12-15 09:30:00,0,3,50,15,12,2011,19,648.0,5314.73,50.1,3.0,16.7,496.01,706.0,5197.26,48.38
2132,2011-12-15 10:00:00,0,3,50,15,12,2011,20,626.8,5349.98,50.1,4.0,22.2,510.37,610.0,5259.65,48.46
2133,2011-12-15 10:30:00,0,3,50,15,12,2011,21,602.2,5351.82,50.1,2.0,13.0,526.95,482.0,5266.54,46.91
2134,2011-12-15 11:00:00,0,3,50,15,12,2011,22,577.0,5374.42,50.1,3.0,13.0,540.51,415.0,5285.61,46.91
2135,2011-12-15 11:30:00,0,3,50,15,12,2011,23,549.5,5347.43,50.1,4.0,13.0,538.19,421.0,5261.45,46.91
2136,2011-12-15 12:00:00,0,3,50,15,12,2011,24,519.6,5351.33,50.1,4.0,13.0,545.13,416.0,5278.27,46.91
2137,2011-12-15 12:30:00,0,3,50,15,12,2011,25,486.7,5367.98,50.1,4.0,9.3,536.92,469.0,5285.64,46.91
2138,2011-12-15 13:00:00,0,3,50,15,12,2011,26,452.8,5345.73,50.1,4.0,9.3,543.17,415.0,5198.02,45.99
2139,2011-12-15 13:30:00,0,3,50,15,12,2011,27,418.1,5214.1,50.1,4.0,11.1,552.68,374.0,5107.54,45.99
2140,2011-12-15 14:00:00,0,3,50,15,12,2011,28,384.9,5231.25,50.1,4.0,13.0,562.33,360.0,5139.95,45.99
2141,2011-12-15 14:30:00,0,3,50,15,12,2011,29,358.8,5278.67,50.1,4.0,13.0,562.58,373.0,5175.25,46.91
2142,2011-12-15 15:00:00,0,3,50,15,12,2011,30,334.8,5314.47,50.1,3.0,5.6,549.75,298.0,5273.06,48.46
2143,2011-12-15 15:30:00,0,3,50,15,12,2011,31,314.2,5396.04,50.1,3.0,1.9,545.07,257.0,5409.58,50.27
2144,2011-12-15 16:00:00,0,3,50,15,12,2011,32,297.5,5631.14,81.47,4.0,3.7,544.81,231.0,5729.47,64.69
2152,2011-12-15 20:00:00,0,3,50,15,12,2011,40,303.3,5872.64,108.79,3.0,9.3,560.93,111.0,5763.96,73.09
2153,2011-12-15 20:30:00,0,3,50,15,12,2011,41,316.2,5781.35,81.47,2.0,13.0,562.74,90.0,5622.14,74.46
2155,2011-12-15 21:30:00,0,3,50,15,12,2011,43,348.3,5482.01,50.1,2.0,9.3,540.94,113.0,5293.98,74.46
2156,2011-12-15 22:00:00,0,3,50,15,12,2011,44,366.4,5224.62,48.29,2.0,11.1,549.68,134.0,4996.07,58.39
2157,2011-12-15 22:30:00,0,3,50,15,12,2011,45,386.0,4888.7,46.74,2.0,11.1,555.55,145.0,4747.96,50.27
2158,2011-12-15 23:00:00,0,3,50,15,12,2011,46,318.3,4723.6,45.82,2.0,11.1,560.2,137.0,4666.81,48.46
2159,2011-12-15 23:30:00,0,3,50,15,12,2011,47,357.6,4626.47,44.48,2.0,7.4,555.42,147.0,4417.47,45.99
2160,2011-12-16 00:00:00,0,4,50,16,12,2011,0,397.8,4245.62,44.17,2.0,9.3,576.04,150.0,4172.95,44.65
2161,2011-12-16 00:30:00,0,4,50,16,12,2011,1,438.7,4019.67,43.89,2.0,11.1,593.61,167.0,3922.64,44.32
2162,2011-12-16 01:00:00,0,4,50,16,12,2011,2,477.6,3815.27,43.48,2.0,13.0,605.92,237.0,3789.76,43.98
2163,2011-12-16 01:30:00,0,4,50,16,12,2011,3,507.5,3678.97,43.48,1.0,16.7,630.33,209.0,3647.54,43.98
2164,2011-12-16 02:00:00,0,4,50,16,12,2011,4,535.8,3556.49,43.17,1.0,11.1,627.76,245.0,3546.69,43.88
2165,2011-12-16 02:30:00,0,4,50,16,12,2011,5,562.4,3513.32,42.63,1.0,16.7,615.81,263.0,3443.25,43.57
2166,2011-12-16 03:00:00,0,4,50,16,12,2011,6,589.6,3392.42,27.81,1.0,25.9,592.92,306.0,3383.87,43.57
2167,2011-12-16 03:30:00,0,4,50,16,12,2011,7,616.1,3360.27,27.81,1.0,20.4,573.63,347.0,3314.6,43.26
2168,2011-12-16 04:00:00,0,4,50,16,12,2011,8,642.2,3346.0,27.81,1.0,20.4,545.73,399.0,3272.25,42.72
2169,2011-12-16 04:30:00,0,4,50,16,12,2011,9,661.4,3354.68,27.81,1.0,24.1,547.3,384.0,3230.74,27.9
2170,2011-12-16 05:00:00,0,4,50,16,12,2011,10,675.9,3350.25,27.81,0.0,20.4,535.05,502.0,3242.44,27.9
2171,2011-12-16 05:30:00,0,4,50,16,12,2011,11,675.5,3460.87,27.81,0.0,22.2,553.15,413.0,3301.26,42.72
2172,2011-12-16 06:00:00,0,4,50,16,12,2011,12,670.9,3578.29,43.57,1.0,25.9,541.0,408.0,3480.59,42.96
2173,2011-12-16 06:30:00,0,4,50,16,12,2011,13,649.5,3781.73,44.44,0.0,14.8,562.65,402.0,3761.25,43.42
2174,2011-12-16 07:00:00,0,4,50,16,12,2011,14,630.2,4193.02,44.66,0.0,11.1,568.38,408.0,4264.16,44.08
2175,2011-12-16 07:30:00,0,4,50,16,12,2011,15,615.6,4737.27,45.59,0.0,18.5,553.89,486.0,4702.82,46.02
2176,2011-12-16 08:00:00,0,4,50,16,12,2011,16,608.8,5116.82,48.06,1.0,18.5,544.73,425.0,4931.78,49.01
2177,2011-12-16 08:30:00,0,4,50,16,12,2011,17,626.2,5091.64,48.06,1.0,13.0,549.19,436.0,4916.82,48.06
2178,2011-12-16 09:00:00,0,4,50,16,12,2011,18,649.0,5214.21,48.06,1.0,9.3,545.28,503.0,5039.0,49.01
2179,2011-12-16 09:30:00,0,4,50,16,12,2011,19,691.3,5375.34,74.33,0.0,7.4,536.69,426.0,5149.51,49.01
2180,2011-12-16 10:00:00,0,4,50,16,12,2011,20,729.7,5345.22,74.33,1.0,13.0,534.68,401.0,5202.44,49.01
2181,2011-12-16 10:30:00,0,4,50,16,12,2011,21,762.3,5380.56,74.33,2.0,14.8,522.87,471.0,5216.39,49.01
2182,2011-12-16 11:00:00,0,4,50,16,12,2011,22,791.6,5393.38,74.33,2.0,14.8,520.46,547.0,5233.55,49.01
2183,2011-12-16 11:30:00,0,4,50,16,12,2011,23,815.3,5376.94,73.9,2.0,18.5,515.41,584.0,5216.52,49.01
2184,2011-12-16 12:00:00,0,4,50,16,12,2011,24,836.0,5370.03,73.9,2.0,29.6,511.4,690.0,5244.52,49.01
2185,2011-12-16 12:30:00,0,4,50,16,12,2011,25,849.3,5392.09,73.9,2.0,25.9,518.92,680.0,5246.02,49.01
2186,2011-12-16 13:00:00,0,4,50,16,12,2011,26,860.1,5353.75,73.9,3.0,27.8,508.82,683.0,5172.28,49.01
2187,2011-12-16 13:30:00,0,4,50,16,12,2011,27,864.3,5227.7,73.46,4.0,29.6,523.19,554.0,5088.59,49.01
2188,2011-12-16 14:00:00,0,4,50,16,12,2011,28,870.6,5175.07,72.97,3.0,27.8,525.83,508.0,5089.77,49.01
2189,2011-12-16 14:30:00,0,4,50,16,12,2011,29,884.1,5215.95,73.46,2.0,18.5,508.09,633.0,5064.77,46.02
